"REF_DATE","GEO","DGUID","Income concept","Economic family type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Saskatchewan","","Median government transfers","Unattached individuals","Dollars","81","units ","0","v92046989","11.9.24","900","E","","","0"
"2012","Saskatchewan","","Median government transfers","Elderly males","Dollars","81","units ","0","v92046990","11.9.25","17600","A","","","0"
"2012","Saskatchewan","","Median government transfers","Elderly females","Dollars","81","units ","0","v92046991","11.9.28","17000","B","","","0"
"2012","Saskatchewan","","Median government transfers","Non-elderly males","Dollars","81","units ","0","v92046992","11.9.31","500","E","","","0"
"2012","Saskatchewan","","Median government transfers","Non-elderly females","Dollars","81","units ","0","v92046993","11.9.34","600","D","","","0"
"2012","Saskatchewan","","Average total income","All family units","Dollars","81","units ","0","v92046994","11.3.1","79700","A","","","0"
"2012","Saskatchewan","","Average total income","Economic families, two persons or more","Dollars","81","units ","0","v92046995","11.3.2","100200","A","","","0"
"2012","Saskatchewan","","Average total income","Elderly families","Dollars","81","units ","0","v92046996","11.3.3","69600","C","","","0"
"2012","Saskatchewan","","Average total income","Elderly married couples","Dollars","81","units ","0","v92046997","11.3.4","67700","C","","","0"
"2012","Saskatchewan","","Average total income","Other elderly families","Dollars","81","units ","0","v92046998","11.3.5","84200","D","","","0"
"2012","Saskatchewan","","Average total income","Non-elderly families","Dollars","81","units ","0","v92046999","11.3.6","106500","A","","","0"
"2012","Saskatchewan","","Average total income","Married couples","Dollars","81","units ","0","v92047000","11.3.7","101200","B","","","0"
"2012","Saskatchewan","","Average total income","Two-parent families with children","Dollars","81","units ","0","v92047001","11.3.11","114800","B","","","0"
"2012","Saskatchewan","","Average total income","Married couples with other relatives","Dollars","81","units ","0","v92047002","11.3.16","160200","C","","","0"
"2012","Saskatchewan","","Average total income","Lone-parent families","Dollars","81","units ","0","v92047003","11.3.17","54800","D","","","0"
"2012","Saskatchewan","","Average total income","Male lone-parent families","Dollars","81","units ","0","v92047004","11.3.18","","F","","","0"
"2012","Saskatchewan","","Average total income","Female lone-parent families","Dollars","81","units ","0","v92047005","11.3.19","53100","D","","","0"
"2012","Saskatchewan","","Average total income","Other non-elderly families","Dollars","81","units ","0","v92047006","11.3.23","92500","C","","","0"
"2012","Saskatchewan","","Average total income","Unattached individuals","Dollars","81","units ","0","v92047007","11.3.24","43400","B","","","0"
"2012","Saskatchewan","","Average total income","Elderly males","Dollars","81","units ","0","v92047008","11.3.25","40900","D","","","0"
"2012","Saskatchewan","","Average total income","Elderly females","Dollars","81","units ","0","v92047009","11.3.28","32600","D","","","0"
"2012","Saskatchewan","","Average total income","Non-elderly males","Dollars","81","units ","0","v92047010","11.3.31","50300","C","","","0"
"2012","Saskatchewan","","Average total income","Non-elderly females","Dollars","81","units ","0","v92047011","11.3.34","41000","C","","","0"
"2012","Saskatchewan","","Median total income","All family units","Dollars","81","units ","0","v92047012","11.10.1","62400","A","","","0"
"2012","Saskatchewan","","Median total income","Economic families, two persons or more","Dollars","81","units ","0","v92047013","11.10.2","88700","A","","","0"
"2012","Saskatchewan","","Median total income","Elderly families","Dollars","81","units ","0","v92047014","11.10.3","58800","C","","","0"
"2012","Saskatchewan","","Median total income","Elderly married couples","Dollars","81","units ","0","v92047015","11.10.4","58200","C","","","0"
"2012","Saskatchewan","","Median total income","Other elderly families","Dollars","81","units ","0","v92047016","11.10.5","79100","E","","","0"
"2012","Saskatchewan","","Median total income","Non-elderly families","Dollars","81","units ","0","v92047017","11.10.6","97200","B","","","0"
"2012","Saskatchewan","","Median total income","Married couples","Dollars","81","units ","0","v92047018","11.10.7","95600","B","","","0"
"2012","Saskatchewan","","Median total income","Two-parent families with children","Dollars","81","units ","0","v92047019","11.10.11","101700","B","","","0"
"2012","Saskatchewan","","Median total income","Married couples with other relatives","Dollars","81","units ","0","v92047020","11.10.16","144500","D","","","0"
"2012","Saskatchewan","","Median total income","Lone-parent families","Dollars","81","units ","0","v92047021","11.10.17","42500","C","","","0"
"2012","Saskatchewan","","Median total income","Male lone-parent families","Dollars","81","units ","0","v92047022","11.10.18","","F","","","0"
"2012","Saskatchewan","","Median total income","Female lone-parent families","Dollars","81","units ","0","v92047023","11.10.19","40300","C","","","0"
"2012","Saskatchewan","","Median total income","Other non-elderly families","Dollars","81","units ","0","v92047024","11.10.23","87200","D","","","0"
"2012","Saskatchewan","","Median total income","Unattached individuals","Dollars","81","units ","0","v92047025","11.10.24","34800","B","","","0"
"2012","Saskatchewan","","Median total income","Elderly males","Dollars","81","units ","0","v92047026","11.10.25","34100","D","","","0"
"2012","Saskatchewan","","Median total income","Elderly females","Dollars","81","units ","0","v92047027","11.10.28","22100","B","","","0"
"2012","Saskatchewan","","Median total income","Non-elderly males","Dollars","81","units ","0","v92047028","11.10.31","42900","C","","","0"
"2012","Saskatchewan","","Median total income","Non-elderly females","Dollars","81","units ","0","v92047029","11.10.34","35600","C","","","0"
"2012","Saskatchewan","","Average income tax","All family units","Dollars","81","units ","0","v92047030","11.4.1","12700","B","","","0"
"2012","Saskatchewan","","Average income tax","Economic families, two persons or more","Dollars","81","units ","0","v92047031","11.4.2","16200","B","","","0"
"2012","Saskatchewan","","Average income tax","Elderly families","Dollars","81","units ","0","v92047032","11.4.3","7500","D","","","0"
"2012","Saskatchewan","","Average income tax","Elderly married couples","Dollars","81","units ","0","v92047033","11.4.4","7100","D","","","0"
"2012","Saskatchewan","","Average income tax","Other elderly families","Dollars","81","units ","0","v92047034","11.4.5","10600","E","","","0"
"2012","Saskatchewan","","Average income tax","Non-elderly families","Dollars","81","units ","0","v92047035","11.4.6","18000","B","","","0"
"2012","Saskatchewan","","Average income tax","Married couples","Dollars","81","units ","0","v92047036","11.4.7","18400","C","","","0"
"2012","Saskatchewan","","Average income tax","Two-parent families with children","Dollars","81","units ","0","v92047037","11.4.11","19600","C","","","0"
"2012","Saskatchewan","","Average income tax","Married couples with other relatives","Dollars","81","units ","0","v92047038","11.4.16","28500","D","","","0"
"2012","Saskatchewan","","Average income tax","Lone-parent families","Dollars","81","units ","0","v92047039","11.4.17","6000","E","","","0"
"2012","Saskatchewan","","Average income tax","Male lone-parent families","Dollars","81","units ","0","v92047040","11.4.18","","F","","","0"
"2012","Saskatchewan","","Average income tax","Female lone-parent families","Dollars","81","units ","0","v92047041","11.4.19","","F","","","0"
"2012","Saskatchewan","","Average income tax","Other non-elderly families","Dollars","81","units ","0","v92047042","11.4.23","12200","D","","","0"
"2012","Saskatchewan","","Average income tax","Unattached individuals","Dollars","81","units ","0","v92047043","11.4.24","6600","C","","","0"
"2012","Saskatchewan","","Average income tax","Elderly males","Dollars","81","units ","0","v92047044","11.4.25","5800","E","","","0"
"2012","Saskatchewan","","Average income tax","Elderly females","Dollars","81","units ","0","v92047045","11.4.28","1900","E","","","0"
"2012","Saskatchewan","","Average income tax","Non-elderly males","Dollars","81","units ","0","v92047046","11.4.31","9400","D","","","0"
"2012","Saskatchewan","","Average income tax","Non-elderly females","Dollars","81","units ","0","v92047047","11.4.34","5800","D","","","0"
"2012","Saskatchewan","","Median income tax","All family units","Dollars","81","units ","0","v92047048","11.11.1","7100","C","","","0"
"2012","Saskatchewan","","Median income tax","Economic families, two persons or more","Dollars","81","units ","0","v92047049","11.11.2","11200","C","","","0"
"2012","Saskatchewan","","Median income tax","Elderly families","Dollars","81","units ","0","v92047050","11.11.3","","F","","","0"
"2012","Saskatchewan","","Median income tax","Elderly married couples","Dollars","81","units ","0","v92047051","11.11.4","","F","","","0"
"2012","Saskatchewan","","Median income tax","Other elderly families","Dollars","81","units ","0","v92047052","11.11.5","","F","","","0"
"2012","Saskatchewan","","Median income tax","Non-elderly families","Dollars","81","units ","0","v92047053","11.11.6","12400","B","","","0"
"2012","Saskatchewan","","Median income tax","Married couples","Dollars","81","units ","0","v92047054","11.11.7","13700","D","","","0"
"2012","Saskatchewan","","Median income tax","Two-parent families with children","Dollars","81","units ","0","v92047055","11.11.11","14100","C","","","0"
"2012","Saskatchewan","","Median income tax","Married couples with other relatives","Dollars","81","units ","0","v92047056","11.11.16","24000","D","","","0"
"2012","Saskatchewan","","Median income tax","Lone-parent families","Dollars","81","units ","0","v92047057","11.11.17","","F","","","0"
"2012","Saskatchewan","","Median income tax","Male lone-parent families","Dollars","81","units ","0","v92047058","11.11.18","","F","","","0"
"2012","Saskatchewan","","Median income tax","Female lone-parent families","Dollars","81","units ","0","v92047059","11.11.19","","F","","","0"
"2012","Saskatchewan","","Median income tax","Other non-elderly families","Dollars","81","units ","0","v92047060","11.11.23","9900","D","","","0"
"2012","Saskatchewan","","Median income tax","Unattached individuals","Dollars","81","units ","0","v92047061","11.11.24","3200","D","","","0"
"2012","Saskatchewan","","Median income tax","Elderly males","Dollars","81","units ","0","v92047062","11.11.25","","F","","","0"
"2012","Saskatchewan","","Median income tax","Elderly females","Dollars","81","units ","0","v92047063","11.11.28","","F","","","0"
"2012","Saskatchewan","","Median income tax","Non-elderly males","Dollars","81","units ","0","v92047064","11.11.31","6000","D","","","0"
"2012","Saskatchewan","","Median income tax","Non-elderly females","Dollars","81","units ","0","v92047065","11.11.34","3800","E","","","0"
"2012","Saskatchewan","","Average after-tax income","All family units","Dollars","81","units ","0","v92047066","11.5.1","67000","A","","","0"
"2012","Saskatchewan","","Average after-tax income","Economic families, two persons or more","Dollars","81","units ","0","v92047067","11.5.2","84000","A","","","0"
"2012","Saskatchewan","","Average after-tax income","Elderly families","Dollars","81","units ","0","v92047068","11.5.3","62100","C","","","0"
"2012","Saskatchewan","","Average after-tax income","Elderly married couples","Dollars","81","units ","0","v92047069","11.5.4","60600","C","","","0"
"2012","Saskatchewan","","Average after-tax income","Other elderly families","Dollars","81","units ","0","v92047070","11.5.5","73600","D","","","0"
"2012","Saskatchewan","","Average after-tax income","Non-elderly families","Dollars","81","units ","0","v92047071","11.5.6","88600","A","","","0"
"2012","Saskatchewan","","Average after-tax income","Married couples","Dollars","81","units ","0","v92047072","11.5.7","82900","B","","","0"
"2012","Saskatchewan","","Average after-tax income","Two-parent families with children","Dollars","81","units ","0","v92047073","11.5.11","95200","B","","","0"
"2012","Saskatchewan","","Average after-tax income","Married couples with other relatives","Dollars","81","units ","0","v92047074","11.5.16","131700","C","","","0"
"2012","Saskatchewan","","Average after-tax income","Lone-parent families","Dollars","81","units ","0","v92047075","11.5.17","48800","C","","","0"
"2012","Saskatchewan","","Average after-tax income","Male lone-parent families","Dollars","81","units ","0","v92047076","11.5.18","","F","","","0"
"2012","Saskatchewan","","Average after-tax income","Female lone-parent families","Dollars","81","units ","0","v92047077","11.5.19","47500","D","","","0"
"2012","Saskatchewan","","Average after-tax income","Other non-elderly families","Dollars","81","units ","0","v92047078","11.5.23","80300","C","","","0"
"2012","Saskatchewan","","Average after-tax income","Unattached individuals","Dollars","81","units ","0","v92047079","11.5.24","36800","B","","","0"
"2012","Saskatchewan","","Average after-tax income","Elderly males","Dollars","81","units ","0","v92047080","11.5.25","35200","D","","","0"
"2012","Saskatchewan","","Average after-tax income","Elderly females","Dollars","81","units ","0","v92047081","11.5.28","30700","D","","","0"
"2012","Saskatchewan","","Average after-tax income","Non-elderly males","Dollars","81","units ","0","v92047082","11.5.31","40900","C","","","0"
"2012","Saskatchewan","","Average after-tax income","Non-elderly females","Dollars","81","units ","0","v92047083","11.5.34","35200","C","","","0"
"2012","Saskatchewan","","Median after-tax income","All family units","Dollars","81","units ","0","v92047084","11.12.1","55800","A","","","0"
"2012","Saskatchewan","","Median after-tax income","Economic families, two persons or more","Dollars","81","units ","0","v92047085","11.12.2","77300","A","","","0"
"2012","Saskatchewan","","Median after-tax income","Elderly families","Dollars","81","units ","0","v92047086","11.12.3","56600","C","","","0"
"2012","Saskatchewan","","Median after-tax income","Elderly married couples","Dollars","81","units ","0","v92047087","11.12.4","55100","C","","","0"
"2012","Saskatchewan","","Median after-tax income","Other elderly families","Dollars","81","units ","0","v92047088","11.12.5","68000","E","","","0"
"2012","Saskatchewan","","Median after-tax income","Non-elderly families","Dollars","81","units ","0","v92047089","11.12.6","82800","A","","","0"
"2012","Saskatchewan","","Median after-tax income","Married couples","Dollars","81","units ","0","v92047090","11.12.7","80400","B","","","0"
"2012","Saskatchewan","","Median after-tax income","Two-parent families with children","Dollars","81","units ","0","v92047091","11.12.11","86800","B","","","0"
"2012","Saskatchewan","","Median after-tax income","Married couples with other relatives","Dollars","81","units ","0","v92047092","11.12.16","123200","C","","","0"
"2012","Saskatchewan","","Median after-tax income","Lone-parent families","Dollars","81","units ","0","v92047093","11.12.17","40100","C","","","0"
"2012","Saskatchewan","","Median after-tax income","Male lone-parent families","Dollars","81","units ","0","v92047094","11.12.18","","F","","","0"
"2012","Saskatchewan","","Median after-tax income","Female lone-parent families","Dollars","81","units ","0","v92047095","11.12.19","39300","C","","","0"
"2012","Saskatchewan","","Median after-tax income","Other non-elderly families","Dollars","81","units ","0","v92047096","11.12.23","76800","D","","","0"
"2012","Saskatchewan","","Median after-tax income","Unattached individuals","Dollars","81","units ","0","v92047097","11.12.24","32000","B","","","0"
"2012","Saskatchewan","","Median after-tax income","Elderly males","Dollars","81","units ","0","v92047098","11.12.25","31200","D","","","0"
"2012","Saskatchewan","","Median after-tax income","Elderly females","Dollars","81","units ","0","v92047099","11.12.28","22100","B","","","0"
"2012","Saskatchewan","","Median after-tax income","Non-elderly males","Dollars","81","units ","0","v92047100","11.12.31","37100","C","","","0"
"2012","Saskatchewan","","Median after-tax income","Non-elderly females","Dollars","81","units ","0","v92047101","11.12.34","32200","C","","","0"
"2012","Saskatchewan","","Implicit government transfer rate","All family units","Percent","239","units ","0","v92047102","11.6.1","10.3","B","","","1"
"2012","Saskatchewan","","Implicit government transfer rate","Economic families, two persons or more","Percent","239","units ","0","v92047103","11.6.2","9.2","B","","","1"
"2012","Saskatchewan","","Implicit government transfer rate","Elderly families","Percent","239","units ","0","v92047104","11.6.3","37.1","C","","","1"
"2012","Saskatchewan","","Implicit government transfer rate","Elderly married couples","Percent","239","units ","0","v92047105","11.6.4","37.2","C","","","1"
"2012","Saskatchewan","","Implicit government transfer rate","Other elderly families","Percent","239","units ","0","v92047106","11.6.5","36.4","D","","","1"
"2012","Saskatchewan","","Implicit government transfer rate","Non-elderly families","Percent","239","units ","0","v92047107","11.6.6","5.4","C","","","1"
"2012","Saskatchewan","","Implicit government transfer rate","Married couples","Percent","239","units ","0","v92047108","11.6.7","3.4","D","","","1"
"2012","Saskatchewan","","Implicit government transfer rate","Two-parent families with children","Percent","239","units ","0","v92047109","11.6.11","5.0","C","","","1"
"2012","Saskatchewan","","Implicit government transfer rate","Married couples with other relatives","Percent","239","units ","0","v92047110","11.6.16","3.5","E","","","1"
"2012","Saskatchewan","","Implicit government transfer rate","Lone-parent families","Percent","239","units ","0","v92047111","11.6.17","17.9","D","","","1"
"2012","Saskatchewan","","Implicit government transfer rate","Male lone-parent families","Percent","239","units ","0","v92047112","11.6.18","","F","","","1"
"2012","Saskatchewan","","Implicit government transfer rate","Female lone-parent families","Percent","239","units ","0","v92047113","11.6.19","19.8","E","","","1"
"2012","Saskatchewan","","Implicit government transfer rate","Other non-elderly families","Percent","239","units ","0","v92047114","11.6.23","10.6","D","","","1"
"2012","Saskatchewan","","Implicit government transfer rate","Unattached individuals","Percent","239","units ","0","v92047115","11.6.24","14.6","C","","","1"
"2012","Saskatchewan","","Implicit government transfer rate","Elderly males","Percent","239","units ","0","v92047116","11.6.25","40.9","D","","","1"
"2012","Saskatchewan","","Implicit government transfer rate","Elderly females","Percent","239","units ","0","v92047117","11.6.28","50.5","D","","","1"
"2012","Saskatchewan","","Implicit government transfer rate","Non-elderly males","Percent","239","units ","0","v92047118","11.6.31","3.9","D","","","1"
"2012","Saskatchewan","","Implicit government transfer rate","Non-elderly females","Percent","239","units ","0","v92047119","11.6.34","7.7","E","","","1"
"2012","Saskatchewan","","Implicit income tax rate","All family units","Percent","239","units ","0","v92047120","11.7.1","16.0","A","","","1"
"2012","Saskatchewan","","Implicit income tax rate","Economic families, two persons or more","Percent","239","units ","0","v92047121","11.7.2","16.1","A","","","1"
"2012","Saskatchewan","","Implicit income tax rate","Elderly families","Percent","239","units ","0","v92047122","11.7.3","10.8","C","","","1"
"2012","Saskatchewan","","Implicit income tax rate","Elderly married couples","Percent","239","units ","0","v92047123","11.7.4","10.5","C","","","1"
"2012","Saskatchewan","","Implicit income tax rate","Other elderly families","Percent","239","units ","0","v92047124","11.7.5","12.5","D","","","1"
"2012","Saskatchewan","","Implicit income tax rate","Non-elderly families","Percent","239","units ","0","v92047125","11.7.6","16.9","A","","","1"
"2012","Saskatchewan","","Implicit income tax rate","Married couples","Percent","239","units ","0","v92047126","11.7.7","18.1","B","","","1"
"2012","Saskatchewan","","Implicit income tax rate","Two-parent families with children","Percent","239","units ","0","v92047127","11.7.11","17.1","B","","","1"
"2012","Saskatchewan","","Implicit income tax rate","Married couples with other relatives","Percent","239","units ","0","v92047128","11.7.16","17.8","C","","","1"
"2012","Saskatchewan","","Implicit income tax rate","Lone-parent families","Percent","239","units ","0","v92047129","11.7.17","11.0","E","","","1"
"2012","Saskatchewan","","Implicit income tax rate","Male lone-parent families","Percent","239","units ","0","v92047130","11.7.18","","F","","","1"
"2012","Saskatchewan","","Implicit income tax rate","Female lone-parent families","Percent","239","units ","0","v92047131","11.7.19","10.7","E","","","1"
"2012","Saskatchewan","","Implicit income tax rate","Other non-elderly families","Percent","239","units ","0","v92047132","11.7.23","13.2","C","","","1"
"2012","Saskatchewan","","Implicit income tax rate","Unattached individuals","Percent","239","units ","0","v92047133","11.7.24","15.2","B","","","1"
"2012","Saskatchewan","","Implicit income tax rate","Elderly males","Percent","239","units ","0","v92047134","11.7.25","14.1","D","","","1"
"2012","Saskatchewan","","Implicit income tax rate","Elderly females","Percent","239","units ","0","v92047135","11.7.28","5.8","E","","","1"
"2012","Saskatchewan","","Implicit income tax rate","Non-elderly males","Percent","239","units ","0","v92047136","11.7.31","18.7","C","","","1"
"2012","Saskatchewan","","Implicit income tax rate","Non-elderly females","Percent","239","units ","0","v92047137","11.7.34","14.0","C","","","1"
"2012","Alberta","","Average market income","All family units","Dollars","81","units ","0","v92047138","12.1.1","95400","B","","","0"
"2012","Alberta","","Average market income","Economic families, two persons or more","Dollars","81","units ","0","v92047139","12.1.2","121500","B","","","0"
"2012","Alberta","","Average market income","Elderly families","Dollars","81","units ","0","v92047140","12.1.3","65000","D","","","0"
"2012","Alberta","","Average market income","Elderly married couples","Dollars","81","units ","0","v92047141","12.1.4","62300","D","","","0"
"2012","Alberta","","Average market income","Other elderly families","Dollars","81","units ","0","v92047142","12.1.5","76300","E","","","0"
"2012","Alberta","","Average market income","Non-elderly families","Dollars","81","units ","0","v92047143","12.1.6","130200","B","","","0"
"2012","Alberta","","Average market income","Married couples","Dollars","81","units ","0","v92047144","12.1.7","126700","C","","","0"
"2012","Alberta","","Average market income","Two-parent families with children","Dollars","81","units ","0","v92047145","12.1.11","146600","C","","","0"
"2012","Alberta","","Average market income","Married couples with other relatives","Dollars","81","units ","0","v92047146","12.1.16","151400","C","","","0"
"2012","Alberta","","Average market income","Lone-parent families","Dollars","81","units ","0","v92047147","12.1.17","58300","D","","","0"
"2012","Alberta","","Average market income","Male lone-parent families","Dollars","81","units ","0","v92047148","12.1.18","79600","D","","","0"
"2012","Alberta","","Average market income","Female lone-parent families","Dollars","81","units ","0","v92047149","12.1.19","51400","D","","","0"
"2012","Alberta","","Average market income","Other non-elderly families","Dollars","81","units ","0","v92047150","12.1.23","93700","C","","","0"
"2012","Alberta","","Average market income","Unattached individuals","Dollars","81","units ","0","v92047151","12.1.24","45200","B","","","0"
"2012","Alberta","","Average market income","Elderly males","Dollars","81","units ","0","v92047152","12.1.25","29500","E","","","0"
"2012","Alberta","","Average market income","Elderly females","Dollars","81","units ","0","v92047153","12.1.28","19000","D","","","0"
"2012","Alberta","","Average market income","Non-elderly males","Dollars","81","units ","0","v92047154","12.1.31","54200","C","","","0"
"2012","Alberta","","Average market income","Non-elderly females","Dollars","81","units ","0","v92047155","12.1.34","46100","C","","","0"
"2012","Alberta","","Median market income","All family units","Dollars","81","units ","0","v92047156","12.8.1","74200","A","","","0"
"2012","Alberta","","Median market income","Economic families, two persons or more","Dollars","81","units ","0","v92047157","12.8.2","102700","A","","","0"
"2012","Alberta","","Median market income","Elderly families","Dollars","81","units ","0","v92047158","12.8.3","40000","D","","","0"
"2012","Alberta","","Median market income","Elderly married couples","Dollars","81","units ","0","v92047159","12.8.4","39300","D","","","0"
"2012","Alberta","","Median market income","Other elderly families","Dollars","81","units ","0","v92047160","12.8.5","","F","","","0"
"2012","Alberta","","Median market income","Non-elderly families","Dollars","81","units ","0","v92047161","12.8.6","109500","B","","","0"
"2012","Alberta","","Median market income","Married couples","Dollars","81","units ","0","v92047162","12.8.7","107100","C","","","0"
"2012","Alberta","","Median market income","Two-parent families with children","Dollars","81","units ","0","v92047163","12.8.11","118300","B","","","0"
"2012","Alberta","","Median market income","Married couples with other relatives","Dollars","81","units ","0","v92047164","12.8.16","135100","C","","","0"
"2012","Alberta","","Median market income","Lone-parent families","Dollars","81","units ","0","v92047165","12.8.17","52400","D","","","0"
"2012","Alberta","","Median market income","Male lone-parent families","Dollars","81","units ","0","v92047166","12.8.18","77000","E","","","0"
"2012","Alberta","","Median market income","Female lone-parent families","Dollars","81","units ","0","v92047167","12.8.19","49300","D","","","0"
"2012","Alberta","","Median market income","Other non-elderly families","Dollars","81","units ","0","v92047168","12.8.23","88200","C","","","0"
"2012","Alberta","","Median market income","Unattached individuals","Dollars","81","units ","0","v92047169","12.8.24","37000","C","","","0"
"2012","Alberta","","Median market income","Elderly males","Dollars","81","units ","0","v92047170","12.8.25","19300","E","","","0"
"2012","Alberta","","Median market income","Elderly females","Dollars","81","units ","0","v92047171","12.8.28","9100","E","","","0"
"2012","Alberta","","Median market income","Non-elderly males","Dollars","81","units ","0","v92047172","12.8.31","48200","C","","","0"
"2012","Alberta","","Median market income","Non-elderly females","Dollars","81","units ","0","v92047173","12.8.34","37000","D","","","0"
"2012","Alberta","","Average government transfers","All family units","Dollars","81","units ","0","v92047174","12.2.1","7100","A","","","0"
"2012","Alberta","","Average government transfers","Economic families, two persons or more","Dollars","81","units ","0","v92047175","12.2.2","8200","B","","","0"
"2012","Alberta","","Average government transfers","Elderly families","Dollars","81","units ","0","v92047176","12.2.3","25900","B","","","0"
"2012","Alberta","","Average government transfers","Elderly married couples","Dollars","81","units ","0","v92047177","12.2.4","26100","B","","","0"
"2012","Alberta","","Average government transfers","Other elderly families","Dollars","81","units ","0","v92047178","12.2.5","25200","D","","","0"
"2012","Alberta","","Average government transfers","Non-elderly families","Dollars","81","units ","0","v92047179","12.2.6","5500","C","","","0"
"2012","Alberta","","Average government transfers","Married couples","Dollars","81","units ","0","v92047180","12.2.7","3000","D","","","0"
"2012","Alberta","","Average government transfers","Two-parent families with children","Dollars","81","units ","0","v92047181","12.2.11","6100","C","","","0"
"2012","Alberta","","Average government transfers","Married couples with other relatives","Dollars","81","units ","0","v92047182","12.2.16","6100","D","","","0"
"2012","Alberta","","Average government transfers","Lone-parent families","Dollars","81","units ","0","v92047183","12.2.17","8900","D","","","0"
"2012","Alberta","","Average government transfers","Male lone-parent families","Dollars","81","units ","0","v92047184","12.2.18","4300","E","","","0"
"2012","Alberta","","Average government transfers","Female lone-parent families","Dollars","81","units ","0","v92047185","12.2.19","10300","D","","","0"
"2012","Alberta","","Average government transfers","Other non-elderly families","Dollars","81","units ","0","v92047186","12.2.23","8600","D","","","0"
"2012","Alberta","","Average government transfers","Unattached individuals","Dollars","81","units ","0","v92047187","12.2.24","4900","C","","","0"
"2012","Alberta","","Average government transfers","Elderly males","Dollars","81","units ","0","v92047188","12.2.25","15800","C","","","0"
"2012","Alberta","","Average government transfers","Elderly females","Dollars","81","units ","0","v92047189","12.2.28","17600","B","","","0"
"2012","Alberta","","Average government transfers","Non-elderly males","Dollars","81","units ","0","v92047190","12.2.31","1600","D","","","0"
"2012","Alberta","","Average government transfers","Non-elderly females","Dollars","81","units ","0","v92047191","12.2.34","2300","D","","","0"
"2012","Alberta","","Median government transfers","All family units","Dollars","81","units ","0","v92047192","12.9.1","1300","D","","","0"
"2012","Alberta","","Median government transfers","Economic families, two persons or more","Dollars","81","units ","0","v92047193","12.9.2","2400","C","","","0"
"2012","Alberta","","Median government transfers","Elderly families","Dollars","81","units ","0","v92047194","12.9.3","26200","B","","","0"
"2012","Alberta","","Median government transfers","Elderly married couples","Dollars","81","units ","0","v92047195","12.9.4","26300","B","","","0"
"2012","Alberta","","Median government transfers","Other elderly families","Dollars","81","units ","0","v92047196","12.9.5","24000","D","","","0"
"2012","Alberta","","Median government transfers","Non-elderly families","Dollars","81","units ","0","v92047197","12.9.6","1600","D","","","0"
"2012","Alberta","","Median government transfers","Married couples","Dollars","81","units ","0","v92047198","12.9.7","","F","","","0"
"2012","Alberta","","Median government transfers","Two-parent families with children","Dollars","81","units ","0","v92047199","12.9.11","2600","D","","","0"
"2012","Alberta","","Median government transfers","Married couples with other relatives","Dollars","81","units ","0","v92047200","12.9.16","","F","","","0"
"2012","Alberta","","Median government transfers","Lone-parent families","Dollars","81","units ","0","v92047201","12.9.17","","F","","","0"
"2012","Alberta","","Median government transfers","Male lone-parent families","Dollars","81","units ","0","v92047202","12.9.18","2400","E","","","0"
"2012","Alberta","","Median government transfers","Female lone-parent families","Dollars","81","units ","0","v92047203","12.9.19","7400","E","","","0"
"2012","Alberta","","Median government transfers","Other non-elderly families","Dollars","81","units ","0","v92047204","12.9.23","","F","","","0"
"2012","Alberta","","Median government transfers","Unattached individuals","Dollars","81","units ","0","v92047205","12.9.24","400","C","","","0"
"2012","Alberta","","Median government transfers","Elderly males","Dollars","81","units ","0","v92047206","12.9.25","16100","C","","","0"
"2012","Alberta","","Median government transfers","Elderly females","Dollars","81","units ","0","v92047207","12.9.28","17500","B","","","0"
"2012","Alberta","","Median government transfers","Non-elderly males","Dollars","81","units ","0","v92047208","12.9.31","","F","","","0"
"2012","Alberta","","Median government transfers","Non-elderly females","Dollars","81","units ","0","v92047209","12.9.34","300","E","","","0"
"2012","Alberta","","Average total income","All family units","Dollars","81","units ","0","v92047210","12.3.1","102500","B","","","0"
"2012","Alberta","","Average total income","Economic families, two persons or more","Dollars","81","units ","0","v92047211","12.3.2","129700","B","","","0"
"2012","Alberta","","Average total income","Elderly families","Dollars","81","units ","0","v92047212","12.3.3","91000","C","","","0"
"2012","Alberta","","Average total income","Elderly married couples","Dollars","81","units ","0","v92047213","12.3.4","88400","C","","","0"
"2012","Alberta","","Average total income","Other elderly families","Dollars","81","units ","0","v92047214","12.3.5","101500","E","","","0"
"2012","Alberta","","Average total income","Non-elderly families","Dollars","81","units ","0","v92047215","12.3.6","135700","B","","","0"
"2012","Alberta","","Average total income","Married couples","Dollars","81","units ","0","v92047216","12.3.7","129800","C","","","0"
"2012","Alberta","","Average total income","Two-parent families with children","Dollars","81","units ","0","v92047217","12.3.11","152700","C","","","0"
"2012","Alberta","","Average total income","Married couples with other relatives","Dollars","81","units ","0","v92047218","12.3.16","157600","C","","","0"
"2012","Alberta","","Average total income","Lone-parent families","Dollars","81","units ","0","v92047219","12.3.17","67200","C","","","0"
"2012","Alberta","","Average total income","Male lone-parent families","Dollars","81","units ","0","v92047220","12.3.18","83900","D","","","0"
"2012","Alberta","","Average total income","Female lone-parent families","Dollars","81","units ","0","v92047221","12.3.19","61800","C","","","0"
"2012","Alberta","","Average total income","Other non-elderly families","Dollars","81","units ","0","v92047222","12.3.23","102300","C","","","0"
